run_id,algorithm,d,density,n_samples,ds,dp,runtime_sec,graph_seed,noise_seed,status,error_message
6,boss,4,0.2,50,0.0,0.0,0.017342746956273913,3693847573,1934192850,ok,
7,pc,4,0.2,50,0.0,0.0,0.02233808604069054,3843967662,3420186696,ok,
7,ges,4,0.2,50,0.0,0.0,0.022647676058113575,3843967662,3420186696,ok,
7,boss,4,0.2,50,0.0,0.0,0.021482819924131036,3843967662,3420186696,ok,
8,pc,4,0.2,50,0.0,0.0,0.02221149392426014,3029423467,990600743,ok,
8,ges,4,0.2,50,0.0,0.0,0.02252137497998774,3029423467,990600743,ok,
8,boss,4,0.2,50,0.0,0.0,0.021429628133773804,3029423467,990600743,ok,
9,pc,4,0.2,50,0.0,0.0,0.022519708843901753,3294281095,223429785,ok,
9,ges,4,0.2,50,0.0,0.0,0.02255373098887503,3294281095,223429785,ok,
9,boss,4,0.2,50,0.0,0.0,0.02134068892337382,3294281095,223429785,ok,
10,pc,4,0.2,50,1.0,0.0,0.014148346846923232,2448537514,1737536920,ok,
10,ges,4,0.2,50,1.0,0.0,0.01557613187469542,2448537514,1737536920,ok,
10,boss,4,0.2,50,1.0,0.0,0.012728774221614003,2448537514,1737536920,ok,
11,pc,4,0.2,50,0.0,0.0,0.01824510795995593,4280554939,852607032,ok,
11,ges,4,0.2,50,0.0,0.0,0.01868393807671964,4280554939,852607032,ok,
11,boss,4,0.2,50,1.0,0.0,0.0170512730255723,4280554939,852607032,ok,
12,pc,4,0.2,50,0.0,0.0,0.022355259163305163,4065293023,389781361,ok,
12,ges,4,0.2,50,0.0,0.0,0.022574265953153372,4065293023,389781361,ok,
12,boss,4,0.2,50,0.0,0.0,0.021284485002979636,4065293023,389781361,ok,
13,pc,4,0.2,50,0.0,0.0,0.012879244983196259,2676505370,2492508617,ok,
13,ges,4,0.2,50,1.0,0.0,0.012257090071216226,2676505370,2492508617,ok,
13,boss,4,0.2,50,0.0,0.0,0.009942622855305672,2676505370,2492508617,ok,
14,pc,4,0.2,50,0.0,0.0,0.01911672600544989,3860939297,1282890120,ok,
14,ges,4,0.2,50,1.0,0.0,0.020406704861670732,3860939297,1282890120,ok,
14,boss,4,0.2,50,0.0,0.0,0.018066962016746402,3860939297,1282890120,ok,
15,pc,4,0.2,50,0.0,0.0,0.011136617045849562,3874382099,2886196022,ok,
15,ges,4,0.2,50,1.0,0.0,0.012247332837432623,3874382099,2886196022,ok,
15,boss,4,0.2,50,0.0,0.0,0.00993794808164239,3874382099,2886196022,ok,
16,pc,4,0.2,50,0.0,0.0,0.010777387069538236,3824225005,856912305,ok,
16,ges,4,0.2,50,0.0,0.0,0.011215328006073833,3824225005,856912305,ok,
16,boss,4,0.2,50,0.0,0.0,0.009883516002446413,3824225005,856912305,ok,
17,pc,4,0.2,50,0.0,0.0,0.018975615967065096,3256625379,4046344997,ok,
17,ges,4,0.2,50,0.0,0.0,0.01927629392594099,3256625379,4046344997,ok,
17,boss,4,0.2,50,0.0,0.0,0.018082669004797935,3256625379,4046344997,ok,
18,pc,4,0.2,50,0.0,0.0,0.018826449988409877,208721427,1568136231,ok,
18,ges,4,0.2,50,0.0,0.0,0.01964258193038404,208721427,1568136231,ok,
18,boss,4,0.2,50,0.0,0.0,0.01811200799420476,208721427,1568136231,ok,
19,pc,4,0.2,50,0.0,0.0,0.013813406927511096,2733801963,453098774,ok,
19,ges,4,0.2,50,0.0,0.0,0.014250311069190502,2733801963,453098774,ok,
19,boss,4,0.2,50,0.0,0.0,0.012947132112458348,2733801963,453098774,ok,
20,pc,4,0.2,50,1.0,0.0,0.02207463700324297,2190705798,2701998935,ok,
20,ges,4,0.2,50,1.0,0.0,0.02375807100906968,2190705798,2701998935,ok,
20,boss,4,0.2,50,1.0,0.0,0.020960346097126603,2190705798,2701998935,ok,
21,pc,4,0.2,50,0.0,0.0,0.018961868016049266,3281301134,3982098482,ok,
21,ges,4,0.2,50,0.0,0.0,0.019345146138221025,3281301134,3982098482,ok,
21,boss,4,0.2,50,0.0,0.0,0.018065954791381955,3281301134,3982098482,ok,
22,pc,4,0.2,50,1.0,1.0,0.011308818124234676,1760183475,1891405476,ok,
22,ges,4,0.2,50,1.0,0.0,0.011403644923120737,1760183475,1891405476,ok,
22,boss,4,0.2,50,0.0,0.0,0.018067779019474983,1760183475,1891405476,ok,
23,pc,4,0.2,50,0.0,0.0,0.010810063919052482,2036721455,4099934950,ok,
23,ges,4,0.2,50,1.0,0.0,0.011746637057512999,2036721455,4099934950,ok,
23,boss,4,0.2,50,0.0,0.0,0.010042333975434303,2036721455,4099934950,ok,
24,pc,4,0.2,50,0.0,0.0,0.022068911930546165,840753714,2147036170,ok,
24,ges,4,0.2,50,0.0,0.0,0.02258346788585186,840753714,2147036170,ok,
24,boss,4,0.2,50,0.0,0.0,0.021396960131824017,840753714,2147036170,ok,
25,pc,4,0.2,50,0.0,0.0,0.01823990303091705,214029935,1826343036,ok,
25,ges,4,0.2,50,1.0,1.0,0.013426302000880241,214029935,1826343036,ok,
25,boss,4,0.2,50,0.0,0.0,0.017348819179460406,214029935,1826343036,ok,
26,pc,4,0.2,50,0.0,0.0,0.010896935127675533,4060090032,2663796491,ok,
26,ges,4,0.2,50,0.0,0.0,0.011790025047957897,4060090032,2663796491,ok,
