algorithm,d,density,n_samples,n_valid,ds_mean,ds_std,ds_ci95_low,ds_ci95_high,dp_mean,dp_std,dp_ci95_low,dp_ci95_high,runtime_sec_mean,runtime_sec_std
ges,6,0.8,500,50,3.14,1.5119928733230166,2.7208969577776845,3.5591030422223158,4.54,2.936122668849279,3.7261483181807633,5.353851681819236,0.03783938122913241,0.009282657164735404
ges,6,0.8,1000,50,2.9,1.9086270308410553,2.3709555784246468,3.429044421575353,4.68,2.8098950521472563,3.9011368284480255,5.4588631715519735,0.03980390073731541,0.007839366354333148
ges,6,0.8,5000,50,2.02,1.4068346290411633,1.6300453359683975,2.4099546640316025,3.1,3.0722590239437957,2.248413245758249,3.951586754241751,0.0437382594961673,0.007354196532710955
ges,6,0.8,10000,50,1.26,1.4957081457098698,0.845410853977097,1.674589146022903,1.94,2.3422473073908296,1.2907621699253808,2.589237830074619,0.04772693669889122,0.0069634941229952075
ges,8,0.2,20,50,3.68,1.99427752761316,3.127214471969463,4.232785528030537,1.6,1.8844151368961317,1.0776667730270264,2.122333226972974,0.07043906860984862,0.026987763626634388
ges,8,0.2,50,50,2.08,1.6142225019229182,1.632560350438185,2.527439649561815,0.64,1.289834667462367,0.28247607073092296,0.9975239292690771,0.0650902393553406,0.02540010610719092
ges,8,0.2,100,50,1.34,1.287459133490521,0.9831345351536522,1.696865464846348,0.62,1.0669429914193052,0.324258491246156,0.915741508753844,0.06786089454311878,0.024819280381108533
ges,8,0.2,500,50,0.38,0.5303060340934452,0.23300666681784515,0.5269933331821548,0.1,0.30304576336566325,0.016000000000000014,0.184,0.0697409133752808,0.03020106891726009
ges,8,0.2,1000,50,0.44,0.8121525944886798,0.21488278608689204,0.665117213913108,0.16,0.6502746672423453,0.0,0.3402469417216281,0.0743801094731316,0.028643709447286395
ges,8,0.2,5000,50,0.22,0.464670170494017,0.0912,0.3488,0.18,0.6288960200872897,0.0056789169377381155,0.35432108306226184,0.0774104336462915,0.02529626603740554
ges,8,0.2,10000,50,0.14,0.49528388066742046,0.0027143124721298872,0.27728568752787014,0.1,0.5802884574739972,0.0,0.2608477541030648,0.07667370459996165,0.026031190080309196
ges,8,0.5,20,50,8.58,2.458554411827887,7.898523485364316,9.261476514635683,6.78,4.072255555109779,5.651228349044857,7.908771650955144,0.05651996785309166,0.011148972097491988
ges,8,0.5,50,50,8.06,2.7804712564893137,7.289292688499714,8.830707311500287,6.14,3.880931931000752,5.064260551992258,7.215739448007741,0.06332226599100978,0.016528201787044117
ges,8,0.5,100,50,6.76,3.341513771588303,5.833779637451216,7.6862203625487835,6.94,4.970976990984565,5.5621154765365866,8.317884523463414,0.07179180086590349,0.013494484824236078
ges,8,0.5,500,50,5.76,3.5831806643636304,4.766792992372688,6.753207007627312,6.04,4.5218742727740135,4.786600398915015,7.293399601084985,0.09042013759724796,0.01773602199715384
ges,8,0.5,1000,50,5.24,4.182373117974912,4.080705317876426,6.399294682123575,5.64,4.754203295988912,4.322202079224588,6.957797920775412,0.09110187398269773,0.020335493076629355
ges,8,0.5,5000,50,3.22,3.6493779173543355,2.2084440499903133,4.231555950009687,2.94,3.610698389112951,1.9391654682216446,3.9408345317783553,0.10085906283464283,0.02084306876688574
ges,8,0.5,10000,50,1.42,2.9073446753394223,0.61412517100979,2.22587482899021,1.4,3.2387954425013237,0.5022517056546417,2.297748294345358,0.11679573952686041,0.03459612592467163
ges,8,0.8,20,50,12.18,2.561010642344948,11.470124067177933,12.889875932822067,10.86,4.370634848576558,9.64852182850866,12.07147817149134,0.07052837598603219,0.011548207172967785
ges,8,0.8,50,50,9.86,2.285803569684778,9.226407575802867,10.493592424197132,10.92,5.0379782145019165,9.523543684893795,12.316456315106205,0.07907800609245896,0.013969656070447353
ges,8,0.8,100,50,8.84,2.7947472595742817,8.065335582332581,9.614664417667418,10.62,4.242111526596352,9.444146675813688,11.79585332418631,0.09044212799519301,0.015635733235149208
ges,8,0.8,500,50,7.58,2.726214389581125,6.824331924718266,8.335668075281735,11.28,4.989949081577356,9.896856681323298,12.6631433186767,0.1089684466458857,0.018554838575047215
ges,8,0.8,1000,50,6.24,2.7520678681712063,5.4771657060671695,7.002834293932831,10.76,4.245333572625023,9.58325357021999,11.93674642978001,0.10482632437720894,0.016558177322399222
ges,8,0.8,5000,50,4.8,2.0503857277724746,4.231662072354836,5.368337927645164,7.58,4.380336395617979,6.365832696865873,8.794167303134127,0.11513690204825253,0.019208827661164524
ges,8,0.8,10000,50,4.6,2.710523708715754,3.84868115956007,5.351318840439929,8.14,5.436122567734153,6.63318370064563,9.64681629935437,0.12413435247261077,0.02573171594528843
ges,10,0.2,20,50,7.02,3.171878989893942,6.1408,7.8991999999999996,3.66,3.508648207628966,2.687452335358313,4.632547664641687,0.11474616223946214,0.041757452533761626
ges,10,0.2,50,50,3.92,2.293202021236699,3.2843568296599104,4.5556431703400895,2.06,2.3071318000619607,1.4204956919613443,2.699504308038656,0.12553120270371437,0.033880226907468294
ges,10,0.2,100,50,2.74,2.4562290659646946,2.059168038353075,3.4208319616469254,1.3,1.7641555764612098,0.8110010224959566,1.7889989775040434,0.12500173287000507,0.04325169317170058
ges,10,0.2,500,50,1.28,1.6040764397277942,0.8353726953953458,1.7246273046046543,1.22,2.8015301941209607,0.4434554487989759,1.996544551201024,0.14350768706295638,0.05603375623097422
ges,10,0.2,1000,50,1.0,1.261680123761121,0.6502801120896897,1.3497198879103103,1.2,2.4159335036125373,0.5303373983863218,1.8696626016136781,0.1531644397601485,0.04631084320493502
ges,10,0.2,5000,50,0.34,0.7982122882685139,0.11874684183044984,0.5612531581695502,0.24,1.2047524938461722,0.0,0.5739403539556128,0.15039509117603303,0.04419976723314932
ges,10,0.2,10000,50,0.2,0.5345224838248487,0.05183792658038297,0.348162073419617,0.2,0.8081220356417685,0.0,0.424,0.1528068797616288,0.04844152139104229
ges,10,0.5,20,50,16.94,3.4131199444353024,15.993931418976405,17.886068581023597,12.36,5.96848868163936,10.70561934247284,14.014380657527159,0.12567860576789827,0.02073672292652269
